originating-authority-charge-identifier,number_of_polygons,number_of_points,number_of_lines,avg_area_(m^3),area_standard_derivation_(+-),smallest_area_(m^3),largest_area_(m^3)
19711,1,0,0,109.84814999251017,,109.84814999251017,109.84814999251017
19712,1,0,0,251.76573999753094,,251.76573999753094,251.76573999753094
19713,1,0,0,87.76565950851554,,87.76565950851554,87.76565950851554
19714,2,0,0,86.87474999869002,67.07155306740452,39.44800000001489,134.30149999736514
19715,2,0,0,103.52298499915464,33.17853204271781,80.06222000193372,126.98374999637556
19716,1,0,0,213.42340001074447,,213.42340001074447,213.42340001074447
19717,1,0,0,71.86585000775818,,71.86585000775818,71.86585000775818
19718,1,0,0,275.62386201764787,,275.62386201764787,275.62386201764787
19719,1,0,0,28.12724400174362,,28.12724400174362,28.12724400174362
19720,1,0,0,50.549614999834496,,50.549614999834496,50.549614999834496
19721,1,0,0,213.34314549476423,,213.34314549476423,213.34314549476423
19722,1,0,0,260.5445000119276,,260.5445000119276,260.5445000119276
19723,1,0,0,86.3412480055546,,86.3412480055546,86.3412480055546
19724,1,0,0,130.50790000434245,,130.50790000434245,130.50790000434245
19725,1,0,0,164.56000000294793,,164.56000000294793,164.56000000294793
19726,1,0,0,225.98180251555075,,225.98180251555075,225.98180251555075
19727,1,0,0,206.86670499779387,,206.86670499779387,206.86670499779387
19728,1,0,0,197.4577000269681,,197.4577000269681,197.4577000269681
19729,1,0,0,253.48439999523995,,253.48439999523995,253.48439999523995
19731,1,0,0,73.63554998709944,,73.63554998709944,73.63554998709944
19732,1,0,0,158.57196350614652,,158.57196350614652,158.57196350614652
19733,1,0,0,778.6515500058174,,778.6515500058174,778.6515500058174
19734,1,0,0,250.665000005546,,250.665000005546,250.665000005546
19735,1,0,0,187.0827499898128,,187.0827499898128,187.0827499898128
19736,1,0,0,235.60445000253887,,235.60445000253887,235.60445000253887
19737,1,0,0,106.08864999660892,,106.08864999660892,106.08864999660892
19739,1,0,0,256.7619394870801,,256.7619394870801,256.7619394870801
19740,1,0,0,156.19999998465212,,156.19999998465212,156.19999998465212
19741,1,0,0,400.9503000013557,,400.9503000013557,400.9503000013557
19742,1,0,0,175.19149999011125,,175.19149999011125,175.19149999011125
19743,1,0,0,47.19000000315078,,47.19000000315078,47.19000000315078
19744,1,0,0,11.179999998184503,,11.179999998184503,11.179999998184503
19746,1,0,0,303.4576700012017,,303.4576700012017,303.4576700012017
19747,1,0,0,491.47594998599243,,491.47594998599243,491.47594998599243
19748,1,0,0,180.69595000577772,,180.69595000577772,180.69595000577772
19749,1,0,0,173.37584500453775,,173.37584500453775,173.37584500453775
19750,1,0,0,204.50599998721057,,204.50599998721057,204.50599998721057
19751,1,0,0,160.57696498473982,,160.57696498473982,160.57696498473982
19752,2,0,0,47.39500199808937,50.68357842407696,11.556299999624361,83.23370399655438
19753,1,0,0,64.08518950467933,,64.08518950467933,64.08518950467933
19754,1,0,0,66754.55353821057,,66754.55353821057,66754.55353821057
19755,1,0,0,28.12597900000185,,28.12597900000185,28.12597900000185
19756,1,0,0,107.03548499296599,,107.03548499296599,107.03548499296599
19757,1,0,0,263.4212085222977,,263.4212085222977,263.4212085222977
19758,1,0,0,67.9948900019502,,67.9948900019502,67.9948900019502
19759,1,0,0,729.6886285367088,,729.6886285367088,729.6886285367088
19760,1,0,0,124.43829038331137,,124.43829038331137,124.43829038331137
19761,1,0,0,46.63096237293949,,46.63096237293949,46.63096237293949
19762,1,0,0,118.69995000343823,,118.69995000343823,118.69995000343823
19763,1,0,0,83.82770000003035,,83.82770000003035,83.82770000003035
19764,1,0,0,65.98000000159429,,65.98000000159429,65.98000000159429
19765,1,0,0,250.7859999987322,,250.7859999987322,250.7859999987322
19766,1,0,0,174.1280500096776,,174.1280500096776,174.1280500096776
19767,1,0,0,98.99420000529177,,98.99420000529177,98.99420000529177
19768,1,0,0,102.70176700122259,,102.70176700122259,102.70176700122259
19769,1,0,0,65.79685000160768,,65.79685000160768,65.79685000160768
19770,1,0,0,225.3393045026933,,225.3393045026933,225.3393045026933
19771,1,0,0,101.64799998588076,,101.64799998588076,101.64799998588076
19772,1,0,0,240.45168295490282,,240.45168295490282,240.45168295490282
19773,1,0,0,559.1015999823543,,559.1015999823543,559.1015999823543
19774,1,0,0,282.77652799276666,,282.77652799276666,282.77652799276666
19775,1,0,0,124.67466249923888,,124.67466249923888,124.67466249923888
19776,1,0,0,581.59886399326,,581.59886399326,581.59886399326
19777,1,0,0,1904.8140200155794,,1904.8140200155794,1904.8140200155794
19778,1,0,0,285.17764999576667,,285.17764999576667,285.17764999576667
19779,1,0,0,102.3426410021267,,102.3426410021267,102.3426410021267
19780,1,0,0,660.4331300144754,,660.4331300144754,660.4331300144754
19781,1,0,0,96.89910000187452,,96.89910000187452,96.89910000187452
19782,1,0,0,86.6399499920812,,86.6399499920812,86.6399499920812
19783,1,0,0,169.76764999278632,,169.76764999278632,169.76764999278632
19784,1,0,0,192.3739849908566,,192.3739849908566,192.3739849908566
19785,1,0,0,216.89118349532413,,216.89118349532413,216.89118349532413
19786,1,0,0,60.51499999073625,,60.51499999073625,60.51499999073625
19788,1,0,0,378.75299769640105,,378.75299769640105,378.75299769640105
19789,1,0,0,151.20663499818616,,151.20663499818616,151.20663499818616
19790,1,0,0,117.44075000413676,,117.44075000413676,117.44075000413676
19791,1,0,0,120.61225700038491,,120.61225700038491,120.61225700038491
19792,1,0,0,46.062000004100675,,46.062000004100675,46.062000004100675
19793,1,0,0,60.09630000037291,,60.09630000037291,60.09630000037291
19794,1,0,0,75.50519999721571,,75.50519999721571,75.50519999721571
19795,1,0,0,195.79574999581934,,195.79574999581934,195.79574999581934
19796,1,0,0,251.336490010647,,251.336490010647,251.336490010647
19797,1,0,0,323.3486369891901,,323.3486369891901,323.3486369891901
19798,1,0,0,37.56900000004804,,37.56900000004804,37.56900000004804
19799,1,0,0,4460.279048524453,,4460.279048524453,4460.279048524453
19800,1,0,0,43.83514999536593,,43.83514999536593,43.83514999536593
19801,1,0,0,38.27859999451263,,38.27859999451263,38.27859999451263
19802,1,0,0,44.920599991076145,,44.920599991076145,44.920599991076145
19803,1,0,0,36.87130000101436,,36.87130000101436,36.87130000101436
19804,1,0,0,40.918900000040004,,40.918900000040004,40.918900000040004
19805,1,0,0,35.48539999980386,,35.48539999980386,35.48539999980386
19806,1,0,0,44.72750000004628,,44.72750000004628,44.72750000004628
19807,1,0,0,53.33769999659333,,53.33769999659333,53.33769999659333
19808,1,0,0,33.86700000100723,,33.86700000100723,33.86700000100723
19809,1,0,0,75.01500000657194,,75.01500000657194,75.01500000657194
19810,1,0,0,32.46174999683167,,32.46174999683167,32.46174999683167
19811,1,0,0,28.932899996875285,,28.932899996875285,28.932899996875285
19812,1,0,0,39.187499994511306,,39.187499994511306,39.187499994511306
19813,1,0,0,6592.74937697859,,6592.74937697859,6592.74937697859
19814,1,0,0,645.6407664878526,,645.6407664878526,645.6407664878526
19815,1,0,0,39.36500000094922,,39.36500000094922,39.36500000094922
19816,1,0,0,35.61500000290427,,35.61500000290427,35.61500000290427
19817,1,0,0,196.62600099778086,,196.62600099778086,196.62600099778086
19818,1,0,0,353.86190548311714,,353.86190548311714,353.86190548311714
19819,1,0,0,222.76298200526008,,222.76298200526008,222.76298200526008
19820,1,0,0,128.70340199904928,,128.70340199904928,128.70340199904928
19821,1,0,0,217.77481950436754,,217.77481950436754,217.77481950436754
19822,1,0,0,117.86819599834355,,117.86819599834355,117.86819599834355
19823,1,0,0,226.07493950222403,,226.07493950222403,226.07493950222403
19824,1,0,0,188.65631300930664,,188.65631300930664,188.65631300930664
19825,1,0,0,253.91837899258908,,253.91837899258908,253.91837899258908
19826,1,0,0,429.6805675054374,,429.6805675054374,429.6805675054374
19827,1,0,0,127.94136650090311,,127.94136650090311,127.94136650090311
19828,1,0,0,103.28484999910333,,103.28484999910333,103.28484999910333
19829,1,0,0,163.95746999991445,,163.95746999991445,163.95746999991445
19830,2,0,0,3093.750528749011,1056.6855806973952,2346.560989055838,3840.940068442184
19831,1,0,0,136.72477499437872,,136.72477499437872,136.72477499437872
19832,1,0,0,49.999749999995316,,49.999749999995316,49.999749999995316
19833,1,0,0,238.93148899695237,,238.93148899695237,238.93148899695237
19834,1,0,0,269.16325001209964,,269.16325001209964,269.16325001209964
19835,1,0,0,99.27316449671233,,99.27316449671233,99.27316449671233
19836,1,0,0,224.34759999250696,,224.34759999250696,224.34759999250696
19837,1,0,0,5173.311727994962,,5173.311727994962,5173.311727994962
19838,1,0,0,232.87517850112837,,232.87517850112837,232.87517850112837
19839,1,0,0,213.45425050044477,,213.45425050044477,213.45425050044477
19840,1,0,0,111.2348715002262,,111.2348715002262,111.2348715002262
19841,1,0,0,47.547829512538684,,47.547829512538684,47.547829512538684
19842,1,0,0,314.54986800045225,,314.54986800045225,314.54986800045225
19843,1,0,0,285.3248460211285,,285.3248460211285,285.3248460211285
19844,1,0,0,103.8037499947421,,103.8037499947421,103.8037499947421
19847,1,0,0,403.9424124978955,,403.9424124978955,403.9424124978955
19848,1,0,0,403.9424124978955,,403.9424124978955,403.9424124978955
19849,1,0,0,166.74045750443338,,166.74045750443338,166.74045750443338
19850,1,0,0,527.2844515016832,,527.2844515016832,527.2844515016832
19851,1,0,0,1072.3370904513104,,1072.3370904513104,1072.3370904513104
19852,1,0,0,194.59533448910125,,194.59533448910125,194.59533448910125
19853,1,0,0,15.187242500338593,,15.187242500338593,15.187242500338593
19854,1,0,0,274.63921899435115,,274.63921899435115,274.63921899435115
19855,1,0,0,133.94144150653307,,133.94144150653307,133.94144150653307
19856,1,0,0,124.30293400473934,,124.30293400473934,124.30293400473934
19858,2,0,0,123.86762349561165,36.426508246924435,98.11019249926369,149.62505449195962
19859,1,0,0,28.309984498408568,,28.309984498408568,28.309984498408568
19860,1,0,0,215.4236715036964,,215.4236715036964,215.4236715036964
19861,1,0,0,382.9474840027859,,382.9474840027859,382.9474840027859
19865,1,0,0,54.69099999546006,,54.69099999546006,54.69099999546006
19866,1,0,0,190.71999999712688,,190.71999999712688,190.71999999712688
19868,1,0,0,167.7999999998676,,167.7999999998676,167.7999999998676
19869,1,0,0,51.89204951252498,,51.89204951252498,51.89204951252498
19870,1,0,0,167.10221401220073,,167.10221401220073,167.10221401220073
19871,1,0,0,86.25729899963387,,86.25729899963387,86.25729899963387
19872,1,0,0,57.35011799770209,,57.35011799770209,57.35011799770209
19873,1,0,0,70.1125510006703,,70.1125510006703,70.1125510006703
19874,1,0,0,60.32360700189675,,60.32360700189675,60.32360700189675
19875,1,0,0,60.79931200042821,,60.79931200042821,60.79931200042821
19876,1,0,0,556.9601130059183,,556.9601130059183,556.9601130059183
19877,1,0,0,117.82874249716343,,117.82874249716343,117.82874249716343
19878,1,0,0,108.48131650106743,,108.48131650106743,108.48131650106743
19879,1,0,0,71.28849400337796,,71.28849400337796,71.28849400337796
19880,1,0,0,65.22953149662142,,65.22953149662142,65.22953149662142
19881,1,0,0,26.952059999990624,,26.952059999990624,26.952059999990624
19882,2,0,0,18.68007599681213,26.408144418411844,0.006697999999440391,37.35345399362482
19883,1,0,0,37.176499006404086,,37.176499006404086,37.176499006404086
19884,1,0,0,493.02302849073635,,493.02302849073635,493.02302849073635
19885,1,0,0,186.0775439867914,,186.0775439867914,186.0775439867914
19886,1,0,0,189.30160350253206,,189.30160350253206,189.30160350253206
19887,1,0,0,276.9361410173833,,276.9361410173833,276.9361410173833
19888,1,0,0,30.034523498884255,,30.034523498884255,30.034523498884255
19889,1,0,0,127.00352248121004,,127.00352248121004,127.00352248121004
19890,1,0,0,57.206541504386564,,57.206541504386564,57.206541504386564
19891,1,0,0,186.0775439867914,,186.0775439867914,186.0775439867914
19892,1,0,0,276.9361410173833,,276.9361410173833,276.9361410173833
19893,1,0,0,516.3642160156784,,516.3642160156784,516.3642160156784
19894,1,0,0,123.3099299983737,,123.3099299983737,123.3099299983737
19895,1,0,0,191.49890949407634,,191.49890949407634,191.49890949407634
19896,1,0,0,307.009155016172,,307.009155016172,307.009155016172
19897,1,0,0,28.067982690149353,,28.067982690149353,28.067982690149353
19898,1,0,0,105.55819149458382,,105.55819149458382,105.55819149458382
19899,1,0,0,291.35419549954935,,291.35419549954935,291.35419549954935
19900,1,0,0,411.4891980013968,,411.4891980013968,411.4891980013968
19901,1,0,0,329.54214998696864,,329.54214998696864,329.54214998696864
19903,1,0,0,51.75950000299036,,51.75950000299036,51.75950000299036
19904,2,0,0,101.25329433507815,65.58726428202849,54.876095001781565,147.63049366837473
19905,1,0,0,329.39018199026475,,329.39018199026475,329.39018199026475
19906,1,0,0,149.82550799141677,,149.82550799141677,149.82550799141677
19907,1,0,0,202.4212499949261,,202.4212499949261,202.4212499949261
19908,2,0,0,66.58549743979515,87.48341935386847,4.725378373288305,128.445616506302
19909,1,0,0,198.92517500682357,,198.92517500682357,198.92517500682357
19911,1,0,0,38.21305800784084,,38.21305800784084,38.21305800784084
19912,1,0,0,792.1061995004122,,792.1061995004122,792.1061995004122
19913,1,0,0,43.73148000000667,,43.73148000000667,43.73148000000667
19914,1,0,0,136.39735800879853,,136.39735800879853,136.39735800879853
19915,1,0,0,306.89115549214307,,306.89115549214307,306.89115549214307
19916,1,0,0,309.0872410237444,,309.0872410237444,309.0872410237444
19917,1,0,0,63.87109799997814,,63.87109799997814,63.87109799997814
19918,1,0,0,165.9616225073118,,165.9616225073118,165.9616225073118
19924,1,0,0,96.70356250535707,,96.70356250535707,96.70356250535707
19925,1,0,0,189.69687101861456,,189.69687101861456,189.69687101861456
19926,1,0,0,321.0556714986665,,321.0556714986665,321.0556714986665
19928,1,0,0,33.84143757973317,,33.84143757973317,33.84143757973317
19929,1,0,0,44.57850000006822,,44.57850000006822,44.57850000006822
19930,1,0,0,49.34200000299633,,49.34200000299633,49.34200000299633
19931,1,0,0,506.52265300049294,,506.52265300049294,506.52265300049294
19932,1,0,0,359.05788700827253,,359.05788700827253,359.05788700827253
19933,1,0,0,41.28129999916714,,41.28129999916714,41.28129999916714
19934,1,0,0,326.32649997076084,,326.32649997076084,326.32649997076084
19935,1,0,0,624.5779999651461,,624.5779999651461,624.5779999651461
19936,1,0,0,46.9539999969207,,46.9539999969207,46.9539999969207
19938,1,0,0,275.1011425089259,,275.1011425089259,275.1011425089259
19940,1,0,0,81.55617826545553,,81.55617826545553,81.55617826545553
19941,1,0,0,44.82659999587242,,44.82659999587242,44.82659999587242
19942,1,0,0,32.77836699796135,,32.77836699796135,32.77836699796135
19943,1,0,0,36.78308500512391,,36.78308500512391,36.78308500512391
19945,1,0,0,38.61193750186349,,38.61193750186349,38.61193750186349
19946,1,0,0,825.4013529859496,,825.4013529859496,825.4013529859496
19948,1,0,0,738.2145521725934,,738.2145521725934,738.2145521725934
19949,1,0,0,759.6334556322076,,759.6334556322076,759.6334556322076
19950,1,0,0,653.7303879845019,,653.7303879845019,653.7303879845019
19951,0,1,0,,,,
19952,2,0,0,15.822320250973247,22.361361355347835,0.010450000043984619,31.63419050190251
19953,1,0,0,328.3992445012782,,328.3992445012782,328.3992445012782
19954,1,0,0,410.940942496231,,410.940942496231,410.940942496231
19955,1,0,0,221.00251149990234,,221.00251149990234,221.00251149990234
19956,1,0,0,370.2676384786396,,370.2676384786396,370.2676384786396
19957,1,0,0,419.30123952680725,,419.30123952680725,419.30123952680725
19958,1,0,0,379.8131524971693,,379.8131524971693,379.8131524971693
19959,1,0,0,427.6926280206608,,427.6926280206608,427.6926280206608
19960,1,0,0,463.7331399867886,,463.7331399867886,463.7331399867886
19961,1,0,0,475.25924101733915,,475.25924101733915,475.25924101733915
19962,1,0,0,409.9020289703676,,409.9020289703676,409.9020289703676
19963,1,0,0,577.3327550015415,,577.3327550015415,577.3327550015415
19964,1,0,0,672.4770119896212,,672.4770119896212,672.4770119896212
19965,1,0,0,380.31343399885986,,380.31343399885986,380.31343399885986
19966,1,0,0,463.30807302688504,,463.30807302688504,463.30807302688504
19967,1,0,0,52.136690004210365,,52.136690004210365,52.136690004210365
19968,1,0,0,232.42836533273365,,232.42836533273365,232.42836533273365
19970,1,0,0,392.96195000098487,,392.96195000098487,392.96195000098487
19971,1,0,0,216.0671290912933,,216.0671290912933,216.0671290912933
19972,1,0,0,235.0806699902402,,235.0806699902402,235.0806699902402
19973,1,0,0,423.91947999675045,,423.91947999675045,423.91947999675045
19974,1,0,0,426.4729000249966,,426.4729000249966,426.4729000249966
19975,1,0,0,257.40160002163674,,257.40160002163674,257.40160002163674
19976,1,0,0,437.49285100341746,,437.49285100341746,437.49285100341746
19977,1,0,0,473.9540624996432,,473.9540624996432,473.9540624996432
19978,1,0,0,690.8180030143618,,690.8180030143618,690.8180030143618
19979,2,0,0,488.7354027570075,202.8022684361779,345.3325435057715,632.1382620082434
19980,1,0,0,80.75139999413366,,80.75139999413366,80.75139999413366
19981,1,0,0,54.42539999695852,,54.42539999695852,54.42539999695852
19982,1,0,0,56.33541399555993,,56.33541399555993,56.33541399555993
19983,1,0,0,39.874799999698986,,39.874799999698986,39.874799999698986
19984,1,0,0,55.15505000046517,,55.15505000046517,55.15505000046517
19985,1,0,0,55.805849999380506,,55.805849999380506,55.805849999380506
19986,1,0,0,54.45319999680454,,54.45319999680454,54.45319999680454
19987,1,0,0,42.61969999952098,,42.61969999952098,42.61969999952098
19988,1,0,0,56.123399986701514,,56.123399986701514,56.123399986701514
19989,1,0,0,67.24019999492583,,67.24019999492583,67.24019999492583
19990,1,0,0,55.154150001135065,,55.154150001135065,55.154150001135065
19991,1,0,0,56.26090000485037,,56.26090000485037,56.26090000485037
19992,1,0,0,41.20829999461553,,41.20829999461553,41.20829999461553
19993,1,0,0,54.221700011674095,,54.221700011674095,54.221700011674095
19994,1,0,0,53.89934099593052,,53.89934099593052,53.89934099593052
19996,1,0,0,40.90680000367568,,40.90680000367568,40.90680000367568
19999,1,0,0,66.69209999854017,,66.69209999854017,66.69209999854017
20000,1,0,0,56.27044999673685,,56.27044999673685,56.27044999673685
20001,1,0,0,69.55803000334562,,69.55803000334562,69.55803000334562
20002,1,0,0,55.970800000034664,,55.970800000034664,55.970800000034664
20003,1,0,0,282.25373600406385,,282.25373600406385,282.25373600406385
20004,1,0,0,54.74284999645246,,54.74284999645246,54.74284999645246
20005,1,0,0,67.12290000001485,,67.12290000001485,67.12290000001485
20006,1,0,0,40.03488099431593,,40.03488099431593,40.03488099431593
20007,1,0,0,39.12245000727689,,39.12245000727689,39.12245000727689
20008,1,0,0,61.4572999989222,,61.4572999989222,61.4572999989222
20010,1,0,0,47.768399995996255,,47.768399995996255,47.768399995996255
20011,1,0,0,52.91234999520049,,52.91234999520049,52.91234999520049
20012,1,0,0,67.33740000436975,,67.33740000436975,67.33740000436975
20013,1,0,0,47.41995000256628,,47.41995000256628,47.41995000256628
20014,1,0,0,57.79869999730256,,57.79869999730256,57.79869999730256
20015,1,0,0,65.69889998711602,,65.69889998711602,65.69889998711602
20016,1,0,0,140.9954980006306,,140.9954980006306,140.9954980006306
20017,1,0,0,189.01839999585744,,189.01839999585744,189.01839999585744
20018,1,0,0,160.89530000377403,,160.89530000377403,160.89530000377403
20019,1,0,0,170.45200000461054,,170.45200000461054,170.45200000461054
20021,1,0,0,128.16253599811654,,128.16253599811654,128.16253599811654
20022,1,0,0,43.146742995530914,,43.146742995530914,43.146742995530914
20023,1,0,0,171.1829219869528,,171.1829219869528,171.1829219869528
20024,1,0,0,111.35225514935884,,111.35225514935884,111.35225514935884
20025,1,0,0,166.64420001366943,,166.64420001366943,166.64420001366943
20026,1,0,0,164.50349348322106,,164.50349348322106,164.50349348322106
20028,1,0,0,78.11474999895704,,78.11474999895704,78.11474999895704
20029,1,0,0,55.177799994009824,,55.177799994009824,55.177799994009824
20030,1,0,0,44.17274999997669,,44.17274999997669,44.17274999997669
20031,1,0,0,45.851599999499335,,45.851599999499335,45.851599999499335
20032,1,0,0,61.99870000708276,,61.99870000708276,61.99870000708276
20033,1,0,0,45.85159999314379,,45.85159999314379,45.85159999314379
20034,1,0,0,286.53175399687734,,286.53175399687734,286.53175399687734
20035,1,0,0,49.524799999939674,,49.524799999939674,49.524799999939674
20036,1,0,0,51.197949998922105,,51.197949998922105,51.197949998922105
20037,1,0,0,56.56509999069525,,56.56509999069525,56.56509999069525
20038,1,0,0,49.52479999981976,,49.52479999981976,49.52479999981976
20039,1,0,0,57.8930999905121,,57.8930999905121,57.8930999905121
20042,1,0,0,13971525.636222575,,13971525.636222575,13971525.636222575
20043,1,0,0,502.985950488699,,502.985950488699,502.985950488699
20045,1,0,0,2604.533525484955,,2604.533525484955,2604.533525484955
20048,10,37,0,79.15598604771313,55.31250620614599,11.261840381053613,202.43096596625662
20053,0,8,0,,,,
20055,1,0,0,380.3788250083858,,380.3788250083858,380.3788250083858
20056,1,0,0,436.7865474824372,,436.7865474824372,436.7865474824372
20057,1,0,0,438.6615984918386,,438.6615984918386,438.6615984918386
20058,1,0,0,356.790863483371,,356.790863483371,356.790863483371
20059,1,0,0,423.5567854942476,,423.5567854942476,423.5567854942476
20060,1,0,0,411.42202601219424,,411.42202601219424,411.42202601219424
20061,1,0,0,349.0137190254992,,349.0137190254992,349.0137190254992
20062,1,0,0,355.37796399613364,,355.37796399613364,355.37796399613364
20063,1,0,0,405.7875124923904,,405.7875124923904,405.7875124923904
20064,1,0,0,394.0278365019887,,394.0278365019887,394.0278365019887
20065,1,0,0,386.1152700046348,,386.1152700046348,386.1152700046348
20066,1,0,0,36.58000000021304,,36.58000000021304,36.58000000021304
20067,2,0,0,195.01381100674104,33.294778994523284,171.47084700160622,218.55677501187589
20068,1,0,0,600.305183509741,,600.305183509741,600.305183509741
20069,1,0,0,28998.265797518034,,28998.265797518034,28998.265797518034
20070,1,0,0,28998.265797518034,,28998.265797518034,28998.265797518034
20072,1,0,0,24.986294028978648,,24.986294028978648,24.986294028978648
20073,1,0,0,153.5543845115796,,153.5543845115796,153.5543845115796
20074,1,0,0,352.25126648837465,,352.25126648837465,352.25126648837465
20075,1,0,0,235.80729000318627,,235.80729000318627,235.80729000318627
20077,1,0,0,241.31923549329682,,241.31923549329682,241.31923549329682
20078,1,0,0,668.1012634826773,,668.1012634826773,668.1012634826773
20079,1,0,0,284.3119900203534,,284.3119900203534,284.3119900203534
20080,1,0,0,593.042061989338,,593.042061989338,593.042061989338
20081,1,0,0,229.22484751145709,,229.22484751145709,229.22484751145709
20082,1,0,0,234.44721950466365,,234.44721950466365,234.44721950466365
20083,1,0,0,393.04245398074414,,393.04245398074414,393.04245398074414
20084,1,0,0,210.91141848646316,,210.91141848646316,210.91141848646316
20085,1,0,0,726.003647510812,,726.003647510812,726.003647510812
20086,1,0,0,391.2383134814824,,391.2383134814824,391.2383134814824
20087,1,0,0,5475.137790007855,,5475.137790007855,5475.137790007855
20090,1,0,0,199.5015040003654,,199.5015040003654,199.5015040003654
20091,1,0,0,228.48442901270587,,228.48442901270587,228.48442901270587
20092,1,0,0,379.7145935024548,,379.7145935024548,379.7145935024548
20094,1,0,0,548.4327324989334,,548.4327324989334,548.4327324989334
20095,1,0,0,454.0297465204386,,454.0297465204386,454.0297465204386
20096,1,0,0,600.2815284965279,,600.2815284965279,600.2815284965279
20097,1,0,0,248.98036350282158,,248.98036350282158,248.98036350282158
20098,1,0,0,9608.380521955383,,9608.380521955383,9608.380521955383
20099,1,0,0,345.9762020043021,,345.9762020043021,345.9762020043021
20102,1,0,0,261.67216348689794,,261.67216348689794,261.67216348689794
20103,1,0,0,211.14174698924268,,211.14174698924268,211.14174698924268
20106,1,0,0,314.1231530049319,,314.1231530049319,314.1231530049319
20107,1,0,0,114.427562499935,,114.427562499935,114.427562499935
20109,1,0,0,23472.34887102119,,23472.34887102119,23472.34887102119
20110,1,0,0,13.979999999353023,,13.979999999353023,13.979999999353023
20111,1,0,0,71.80030000594793,,71.80030000594793,71.80030000594793
20112,1,0,0,68.22690500476183,,68.22690500476183,68.22690500476183
20114,1,0,0,40.26740000336363,,40.26740000336363,40.26740000336363
20116,1,0,0,256.721600008643,,256.721600008643,256.721600008643
20117,1,0,0,45.863649995774956,,45.863649995774956,45.863649995774956
20118,1,0,0,37.27650000581861,,37.27650000581861,37.27650000581861
20119,1,0,0,41.749405001332725,,41.749405001332725,41.749405001332725
20120,1,0,0,44.40090000322609,,44.40090000322609,44.40090000322609
20121,1,0,0,46.37649999820912,,46.37649999820912,46.37649999820912
20122,1,0,0,38.42844999908573,,38.42844999908573,38.42844999908573
20123,1,0,0,40.81160000004081,,40.81160000004081,40.81160000004081
20124,1,0,0,15697.551148085944,,15697.551148085944,15697.551148085944
20127,1,0,0,45.72154999695106,,45.72154999695106,45.72154999695106
20128,1,0,0,41.356850003463606,,41.356850003463606,41.356850003463606
20129,1,0,0,45.6642000114465,,45.6642000114465,45.6642000114465
20130,1,0,0,54.088450000312314,,54.088450000312314,54.088450000312314
20131,1,0,0,52.70000000009895,,52.70000000009895,52.70000000009895
20132,1,0,0,1860.231878011014,,1860.231878011014,1860.231878011014
20133,1,0,0,52.099699994974955,,52.099699994974955,52.099699994974955
20134,1,0,0,55.545799998777966,,55.545799998777966,55.545799998777966
20135,1,0,0,47.600999994023354,,47.600999994023354,47.600999994023354
20136,1,0,0,47.76310000577939,,47.76310000577939,47.76310000577939
20137,1,0,0,46.30673999609011,,46.30673999609011,46.30673999609011
20139,1,0,0,50.48929999940643,,50.48929999940643,50.48929999940643
20141,1,0,0,53.72649999985248,,53.72649999985248,53.72649999985248
20143,1,0,0,71.6947999988183,,71.6947999988183,71.6947999988183
20146,1,0,0,149.85659499468358,,149.85659499468358,149.85659499468358
20147,1,0,0,491.4530664947871,,491.4530664947871,491.4530664947871
20149,1,0,0,32920.782892949064,,32920.782892949064,32920.782892949064
20150,1,0,0,180.7090000085478,,180.7090000085478,180.7090000085478
20152,1,0,0,65.03222300336529,,65.03222300336529,65.03222300336529
20153,2,0,0,324.22140725287255,298.9117950432054,112.8588500011786,535.5839645045666
20154,1,0,0,52.89280000008205,,52.89280000008205,52.89280000008205
20155,1,0,0,54.189100000790816,,54.189100000790816,54.189100000790816
20156,1,0,0,45.42749998833214,,45.42749998833214,45.42749998833214
20157,1,0,0,74.39524999989511,,74.39524999989511,74.39524999989511
20158,1,0,0,66.24965000255348,,66.24965000255348,66.24965000255348
20159,1,0,0,70.36110000628703,,70.36110000628703,70.36110000628703
20160,1,0,0,119.68524349742647,,119.68524349742647,119.68524349742647
20161,1,0,0,82.15014999660038,,82.15014999660038,82.15014999660038
20162,1,0,0,70.38879999732006,,70.38879999732006,70.38879999732006
20163,1,0,0,47.92814999108918,,47.92814999108918,47.92814999108918
20164,1,0,0,72.19035000794484,,72.19035000794484,72.19035000794484
20165,1,0,0,67.30800000167673,,67.30800000167673,67.30800000167673
20166,1,0,0,82.15014999660038,,82.15014999660038,82.15014999660038
20167,1,0,0,62.07459999356672,,62.07459999356672,62.07459999356672
20169,2,0,0,34.1823860023687,8.185487901360329,28.39437199999637,39.97040000474103
20170,1,0,0,7049.251191030463,,7049.251191030463,7049.251191030463
20171,1,0,0,7049.251191030463,,7049.251191030463,7049.251191030463
20172,1,0,0,4481.483171535003,,4481.483171535003,4481.483171535003
20173,1,0,0,21525.94164801641,,21525.94164801641,21525.94164801641
20174,1,0,0,4776.950706026378,,4776.950706026378,4776.950706026378
20175,1,0,0,5319.7271234838545,,5319.7271234838545,5319.7271234838545
20176,1,0,0,5319.7271234838545,,5319.7271234838545,5319.7271234838545
20177,1,0,0,40.08425000378312,,40.08425000378312,40.08425000378312
20178,1,0,0,39.76339999531872,,39.76339999531872,39.76339999531872
20179,1,0,0,39.69870000449558,,39.69870000449558,39.69870000449558
20180,1,0,0,38.699000006995284,,38.699000006995284,38.699000006995284
