originating-authority-charge-identifier,number_of_polygons,number_of_points,number_of_lines,avg_area_(m^3),area_standard_derivation_(+-),smallest_area_(m^3),largest_area_(m^3)
16976,1,0,0,42.832049995253044,,42.832049995253044,42.832049995253044
16977,1,0,0,111.34260000250079,,111.34260000250079,111.34260000250079
16978,1,0,0,141.88815699295728,,141.88815699295728,141.88815699295728
16979,1,0,0,164.5974999992557,,164.5974999992557,164.5974999992557
16980,1,0,0,54.245449997983215,,54.245449997983215,54.245449997983215
16981,1,0,0,127.56194993069687,,127.56194993069687,127.56194993069687
16983,1,0,0,3138.589663013908,,3138.589663013908,3138.589663013908
16984,1,0,0,45.585250003918716,,45.585250003918716,45.585250003918716
16985,1,0,0,58.68969999421928,,58.68969999421928,58.68969999421928
16986,1,0,0,41.21595000068979,,41.21595000068979,41.21595000068979
16987,1,0,0,50.13940000210396,,50.13940000210396,50.13940000210396
16988,1,0,0,56.62159999750892,,56.62159999750892,56.62159999750892
16989,1,0,0,56.62159999750892,,56.62159999750892,56.62159999750892
16990,1,0,0,55.6775899997552,,55.6775899997552,55.6775899997552
16991,1,0,0,47.54299999799015,,47.54299999799015,47.54299999799015
16992,1,0,0,58.699000000720204,,58.699000000720204,58.699000000720204
16993,1,0,0,376.18999997004374,,376.18999997004374,376.18999997004374
16995,1,0,0,79.1166605404468,,79.1166605404468,79.1166605404468
16996,1,0,0,46.02460000183891,,46.02460000183891,46.02460000183891
16997,1,0,0,47.54299999755359,,47.54299999755359,47.54299999755359
16998,1,0,0,60.216649997699946,,60.216649997699946,60.216649997699946
16999,1,0,0,62.910000004211035,,62.910000004211035,62.910000004211035
17000,1,0,0,58.32300000549239,,58.32300000549239,58.32300000549239
17001,1,0,0,65.70555000721747,,65.70555000721747,65.70555000721747
17004,1,0,0,46.120499996663305,,46.120499996663305,46.120499996663305
17006,1,0,0,299.6672999963554,,299.6672999963554,299.6672999963554
17007,1,0,0,61.94945000988686,,61.94945000988686,61.94945000988686
17008,1,0,0,331.6322390041062,,331.6322390041062,331.6322390041062
17009,1,0,0,101.09906099509386,,101.09906099509386,101.09906099509386
17010,1,0,0,52.83895101010138,,52.83895101010138,52.83895101010138
17011,1,0,0,31.68350001810561,,31.68350001810561,31.68350001810561
17014,1,0,0,59.01755001122195,,59.01755001122195,59.01755001122195
17015,3,0,0,78.01497645847289,54.06199231425767,21.33169361403548,129.0050857641928
17018,1,0,0,112.50749499536798,,112.50749499536798,112.50749499536798
17019,1,0,0,122.65300000220597,,122.65300000220597,122.65300000220597
17020,1,0,0,171.5399999978699,,171.5399999978699,171.5399999978699
17021,1,0,0,170.82999999554448,,170.82999999554448,170.82999999554448
17023,1,0,0,54.079100003289966,,54.079100003289966,54.079100003289966
17024,1,0,0,71.07271999916946,,71.07271999916946,71.07271999916946
17025,1,0,0,241.32949999633763,,241.32949999633763,241.32949999633763
17026,1,0,0,196.70247450833068,,196.70247450833068,196.70247450833068
17027,1,0,0,59.449949989796536,,59.449949989796536,59.449949989796536
17028,1,0,0,64.00255000456328,,64.00255000456328,64.00255000456328
17029,1,0,0,63.322093995149636,,63.322093995149636,63.322093995149636
17031,1,0,0,58.93332999570381,,58.93332999570381,58.93332999570381
17032,1,0,0,38.54330000448828,,38.54330000448828,38.54330000448828
17033,1,0,0,52.464050000095,,52.464050000095,52.464050000095
17034,1,0,0,60.58140001194682,,60.58140001194682,60.58140001194682
17035,1,0,0,148.89745999742573,,148.89745999742573,148.89745999742573
17036,1,0,0,59.67199999486661,,59.67199999486661,59.67199999486661
17037,1,0,0,52.439999994756505,,52.439999994756505,52.439999994756505
17038,1,0,0,57.23500000559201,,57.23500000559201,57.23500000559201
17039,1,0,0,77.35314999392767,,77.35314999392767,77.35314999392767
17040,1,0,0,54.395000005409095,,54.395000005409095,54.395000005409095
17041,1,0,0,62.4364499971191,,62.4364499971191,62.4364499971191
17042,1,0,0,54.0553849947698,,54.0553849947698,54.0553849947698
17043,1,0,0,58.136549997620165,,58.136549997620165,58.136549997620165
17044,1,0,0,61.73149999566807,,61.73149999566807,61.73149999566807
17045,1,0,0,337.8462400227968,,337.8462400227968,337.8462400227968
17046,1,0,0,321.6877999906749,,321.6877999906749,321.6877999906749
17047,1,0,0,56.1821499977959,,56.1821499977959,56.1821499977959
17048,1,0,0,112.1099999999623,,112.1099999999623,112.1099999999623
17050,1,0,0,26.729999987688206,,26.729999987688206,26.729999987688206
17051,1,0,0,81.85509999875063,,81.85509999875063,81.85509999875063
17052,1,0,0,128.8969999945319,,128.8969999945319,128.8969999945319
17053,1,0,0,62.108285006223205,,62.108285006223205,62.108285006223205
17054,1,0,0,62.888750005629845,,62.888750005629845,62.888750005629845
17055,1,0,0,54.80220000434886,,54.80220000434886,54.80220000434886
17056,1,0,0,50.64249999891647,,50.64249999891647,50.64249999891647
17057,1,0,0,58.784500002972315,,58.784500002972315,58.784500002972315
17058,1,0,0,57.7522000019884,,57.7522000019884,57.7522000019884
17059,1,0,0,59.530450008574675,,59.530450008574675,59.530450008574675
17060,1,0,0,62.12880000017297,,62.12880000017297,62.12880000017297
17061,1,0,0,73.13999999454768,,73.13999999454768,73.13999999454768
17062,1,0,0,59.227749992168334,,59.227749992168334,59.227749992168334
17063,1,0,0,61.67414999713053,,61.67414999713053,61.67414999713053
17064,1,0,0,67.11545000154639,,67.11545000154639,67.11545000154639
17065,1,0,0,58.87099999495584,,58.87099999495584,58.87099999495584
17066,1,0,0,47.89440000395584,,47.89440000395584,47.89440000395584
17067,1,0,0,52.2951000031709,,52.2951000031709,52.2951000031709
17068,1,0,0,45.73990000029318,,45.73990000029318,45.73990000029318
17069,1,0,0,289.2431124904894,,289.2431124904894,289.2431124904894
17070,1,0,0,188.61333099284846,,188.61333099284846,188.61333099284846
17071,1,0,0,313.3161924807777,,313.3161924807777,313.3161924807777
17073,1,0,0,3920.5150100060623,,3920.5150100060623,3920.5150100060623
17074,0,10,0,,,,
17075,1,0,0,11.090158499978166,,11.090158499978166,11.090158499978166
17076,1,0,0,102.31230399452666,,102.31230399452666,102.31230399452666
17077,1,0,0,7.763147003252915,,7.763147003252915,7.763147003252915
17083,1,0,0,201.22560749373807,,201.22560749373807,201.22560749373807
17084,1,0,0,118.78449800527798,,118.78449800527798,118.78449800527798
17085,1,0,0,205.59624999039474,,205.59624999039474,205.59624999039474
17086,2,0,0,30.783580754410046,43.53440042355333,0.00011100002497993408,61.56705050879511
17087,1,0,0,16063.512441001547,,16063.512441001547,16063.512441001547
17088,1,0,0,4598.807962521989,,4598.807962521989,4598.807962521989
17089,1,0,0,190.17137350235723,,190.17137350235723,190.17137350235723
17090,1,0,0,144.02500001549782,,144.02500001549782,144.02500001549782
17091,1,0,0,106.00522899772568,,106.00522899772568,106.00522899772568
17092,1,0,0,19.068764977607803,,19.068764977607803,19.068764977607803
17093,1,0,0,122.6524750099425,,122.6524750099425,122.6524750099425
17095,1,0,0,138.16834699840942,,138.16834699840942,138.16834699840942
17096,1,0,0,133.25837249757836,,133.25837249757836,133.25837249757836
17097,1,0,0,149.59999999193826,,149.59999999193826,149.59999999193826
17098,1,0,0,400.1043744909677,,400.1043744909677,400.1043744909677
17099,1,0,0,621.9534335016065,,621.9534335016065,621.9534335016065
17100,1,0,0,303.7718624866578,,303.7718624866578,303.7718624866578
17101,1,0,0,312.7049860198066,,312.7049860198066,312.7049860198066
17102,1,0,0,112.524599981906,,112.524599981906,112.524599981906
17103,1,0,0,222.84458500581212,,222.84458500581212,222.84458500581212
17104,1,0,0,26.813958003564633,,26.813958003564633,26.813958003564633
17105,1,0,0,247.06499999212184,,247.06499999212184,247.06499999212184
17106,2,0,0,50.359974000634466,71.21783843751959,0.001357500016411068,100.71859050125252
17107,1,0,0,365.9667935077101,,365.9667935077101,365.9667935077101
17108,1,0,0,405.949502520268,,405.949502520268,405.949502520268
17109,1,0,0,270.23777149724583,,270.23777149724583,270.23777149724583
17110,1,0,0,58.60635949062507,,58.60635949062507,58.60635949062507
17111,1,0,0,75.17620199578322,,75.17620199578322,75.17620199578322
17112,1,0,0,87.75959999722886,,87.75959999722886,87.75959999722886
17113,1,0,0,211.78765000342608,,211.78765000342608,211.78765000342608
17114,1,0,0,133.24004699975652,,133.24004699975652,133.24004699975652
17115,1,0,0,147.79599999908916,,147.79599999908916,147.79599999908916
17116,1,0,0,114.28609999912057,,114.28609999912057,114.28609999912057
17117,1,0,0,112.6644450002305,,112.6644450002305,112.6644450002305
17118,1,0,0,89.82634800059787,,89.82634800059787,89.82634800059787
17119,1,0,0,84.86665950217609,,84.86665950217609,84.86665950217609
17120,1,0,0,71.59570000493572,,71.59570000493572,71.59570000493572
17121,1,0,0,157.41155349376538,,157.41155349376538,157.41155349376538
17122,1,0,0,88.27060000189127,,88.27060000189127,88.27060000189127
17126,1,0,0,251050.57184377336,,251050.57184377336,251050.57184377336
17127,1,0,0,84.2856499966208,,84.2856499966208,84.2856499966208
17128,1,0,0,601.8138499982292,,601.8138499982292,601.8138499982292
17129,1,0,0,115.51530000123384,,115.51530000123384,115.51530000123384
17130,1,0,0,103.46545000253025,,103.46545000253025,103.46545000253025
17131,1,0,0,300.8804240058781,,300.8804240058781,300.8804240058781
17132,1,0,0,123.41775500125215,,123.41775500125215,123.41775500125215
17133,1,0,0,134.9628329970636,,134.9628329970636,134.9628329970636
17134,1,0,0,116.66672499758975,,116.66672499758975,116.66672499758975
17135,1,0,0,170.82396850529102,,170.82396850529102,170.82396850529102
17136,1,0,0,119.94250000188885,,119.94250000188885,119.94250000188885
17137,1,0,0,147.62002500376775,,147.62002500376775,147.62002500376775
17138,1,0,0,171.8660549994051,,171.8660549994051,171.8660549994051
17139,1,0,0,123.18269649834973,,123.18269649834973,123.18269649834973
17140,1,0,0,24.723999992131517,,24.723999992131517,24.723999992131517
17141,1,0,0,67.42540000897098,,67.42540000897098,67.42540000897098
17142,1,3,0,430.9479272904516,,430.9479272904516,430.9479272904516
17143,1,0,0,3448.620944998165,,3448.620944998165,3448.620944998165
17144,1,0,0,175100.72019446216,,175100.72019446216,175100.72019446216
17145,0,3,0,,,,
17146,1,0,0,57.55120000611491,,57.55120000611491,57.55120000611491
17147,1,0,0,45.342449997191245,,45.342449997191245,45.342449997191245
17148,1,0,0,76631.51905233617,,76631.51905233617,76631.51905233617
17149,1,0,0,7677.5426479998,,7677.5426479998,7677.5426479998
17150,1,0,0,51.90859999988534,,51.90859999988534,51.90859999988534
17152,0,1,0,,,,
17153,1,0,0,62.90039999307781,,62.90039999307781,62.90039999307781
17154,1,0,0,170.41089998750041,,170.41089998750041,170.41089998750041
17155,1,0,0,170.41089998750041,,170.41089998750041,170.41089998750041
17156,1,0,0,46.49409999679137,,46.49409999679137,46.49409999679137
17157,1,0,0,370.6979999734115,,370.6979999734115,370.6979999734115
17158,1,0,0,65.56061499798919,,65.56061499798919,65.56061499798919
17159,1,0,0,200.97280000044907,,200.97280000044907,200.97280000044907
17160,1,0,0,200.97280000044907,,200.97280000044907,200.97280000044907
17164,1,0,0,147.6434999952252,,147.6434999952252,147.6434999952252
17166,1,0,0,42.63210000376762,,42.63210000376762,42.63210000376762
17167,1,0,0,46.58190000507648,,46.58190000507648,46.58190000507648
17168,1,0,0,53.925149994924865,,53.925149994924865,53.925149994924865
17169,1,0,0,175.3749999866253,,175.3749999866253,175.3749999866253
17170,1,0,0,61.79680000153433,,61.79680000153433,61.79680000153433
17171,1,0,0,162.15999999853287,,162.15999999853287,162.15999999853287
17173,1,0,0,641.1548893072884,,641.1548893072884,641.1548893072884
17174,1,0,0,56.101250000029246,,56.101250000029246,56.101250000029246
17176,1,0,0,6265.545139989602,,6265.545139989602,6265.545139989602
17177,1,0,0,28.127244000094482,,28.127244000094482,28.127244000094482
17178,1,0,0,141.88815699295728,,141.88815699295728,141.88815699295728
17179,1,0,0,58.666999997629716,,58.666999997629716,58.666999997629716
17180,1,0,0,66.03078499697881,,66.03078499697881,66.03078499697881
17181,1,0,0,46.248455003817284,,46.248455003817284,46.248455003817284
17182,1,0,0,62.63386749991845,,62.63386749991845,62.63386749991845
17183,1,0,0,54.497500010495855,,54.497500010495855,54.497500010495855
17184,1,0,0,53.880279989093886,,53.880279989093886,53.880279989093886
17185,1,0,0,274.3146100049386,,274.3146100049386,274.3146100049386
17186,1,0,0,330.4765775000606,,330.4765775000606,330.4765775000606
17187,1,0,0,292.67714999411726,,292.67714999411726,292.67714999411726
17188,1,0,0,51.386125005180894,,51.386125005180894,51.386125005180894
17189,1,0,0,97.45435000843833,,97.45435000843833,97.45435000843833
17190,1,0,0,60.76224999985401,,60.76224999985401,60.76224999985401
17191,1,0,0,56.596724488544844,,56.596724488544844,56.596724488544844
17192,1,0,0,406.6435700158861,,406.6435700158861,406.6435700158861
17193,1,0,0,44.540949999902665,,44.540949999902665,44.540949999902665
17194,1,0,0,37.66130000002774,,37.66130000002774,37.66130000002774
17195,2,0,0,264.09044526991,274.93435283981324,69.68249999574313,458.49839054407687
17196,1,0,0,42.79909999997068,,42.79909999997068,42.79909999997068
17197,1,0,0,45.29234999184119,,45.29234999184119,45.29234999184119
17199,1,0,0,56.37410000140491,,56.37410000140491,56.37410000140491
17200,1,0,0,40.44299999288097,,40.44299999288097,40.44299999288097
17201,1,0,0,51.81992499556586,,51.81992499556586,51.81992499556586
17202,1,0,0,42.230300008650794,,42.230300008650794,42.230300008650794
17203,1,0,0,56.083800003510014,,56.083800003510014,56.083800003510014
17204,1,0,0,247.60109897060306,,247.60109897060306,247.60109897060306
17206,1,0,0,46.08863000046738,,46.08863000046738,46.08863000046738
17207,1,0,0,50.16850000287616,,50.16850000287616,50.16850000287616
17208,1,0,0,46.69259999405165,,46.69259999405165,46.69259999405165
17209,1,0,0,43.507300004277454,,43.507300004277454,43.507300004277454
17210,1,0,0,46.104100001553924,,46.104100001553924,46.104100001553924
17211,1,0,0,44.62419999570802,,44.62419999570802,44.62419999570802
17212,1,0,0,53.51155499048909,,53.51155499048909,53.51155499048909
17213,1,0,0,45.550899993925086,,45.550899993925086,45.550899993925086
17214,1,0,0,39.627810000084885,,39.627810000084885,39.627810000084885
17215,1,0,0,66.5964634977954,,66.5964634977954,66.5964634977954
17216,1,0,0,74.97766800558831,,74.97766800558831,74.97766800558831
17217,2,0,0,4622.1648960029315,6536.582152057002,0.10333050046965585,9244.226461505394
17218,2,0,0,100.34830075684214,72.77878054966953,48.88593150368319,151.81067001000108
17220,1,0,0,180.0996909943041,,180.0996909943041,180.0996909943041
17221,1,0,0,17.620270002825247,,17.620270002825247,17.620270002825247
17222,1,0,0,24.743674007826424,,24.743674007826424,24.743674007826424
17223,1,0,0,455.92929998934875,,455.92929998934875,455.92929998934875
17224,1,0,0,123.35430299829738,,123.35430299829738,123.35430299829738
17225,1,0,0,794.1967499954058,,794.1967499954058,794.1967499954058
17226,1,0,0,7059.498319459768,,7059.498319459768,7059.498319459768
17227,1,0,0,282.56847841084914,,282.56847841084914,282.56847841084914
17228,1,0,0,169.1715565048417,,169.1715565048417,169.1715565048417
17230,1,0,0,314.1422019992123,,314.1422019992123,314.1422019992123
17231,1,0,0,928.5899514965872,,928.5899514965872,928.5899514965872
17232,1,0,0,442.2475114885618,,442.2475114885618,442.2475114885618
17233,1,0,0,408.45717449899064,,408.45717449899064,408.45717449899064
17235,2,0,0,156.44645826826888,221.24869316872736,7.000000010128133e-06,312.8929095365378
17236,1,0,0,163.73122849507487,,163.73122849507487,163.73122849507487
17237,1,0,0,430.28727002216465,,430.28727002216465,430.28727002216465
17238,1,0,0,135149.93813034688,,135149.93813034688,135149.93813034688
17239,1,0,0,555.329462502557,,555.329462502557,555.329462502557
17240,1,0,0,63.8912369995783,,63.8912369995783,63.8912369995783
17241,1,0,0,304.64078050152756,,304.64078050152756,304.64078050152756
17243,1,0,0,238.12431952424228,,238.12431952424228,238.12431952424228
17244,1,0,0,5397.855398979329,,5397.855398979329,5397.855398979329
17245,1,0,0,136.63555999138714,,136.63555999138714,136.63555999138714
17246,1,0,0,128.7424999983449,,128.7424999983449,128.7424999983449
17247,1,0,0,153.15490650141808,,153.15490650141808,153.15490650141808
17248,2,0,0,54.259549247523445,76.73382675877403,0.0005400000005692709,108.51855849504632
17249,2,0,0,336.72972900166747,476.191941529173,0.011178000001280336,673.4482800033336
17250,2,0,0,0.01204100847703847,0.006846219758147213,0.00720000006055925,0.01688201689351769
17251,1,0,0,50.46144199862116,,50.46144199862116,50.46144199862116
17254,1,0,0,90.73862372590402,,90.73862372590402,90.73862372590402
17255,1,0,0,246.859255489065,,246.859255489065,246.859255489065
17256,1,0,0,82.19488299836634,,82.19488299836634,82.19488299836634
17257,1,0,0,177.76514248768535,,177.76514248768535,177.76514248768535
17258,1,0,0,164.24526902522413,,164.24526902522413,164.24526902522413
17259,1,0,0,944.9257515090474,,944.9257515090474,944.9257515090474
17261,1,0,0,198.6315000132116,,198.6315000132116,198.6315000132116
17262,1,0,0,497.25788499738906,,497.25788499738906,497.25788499738906
17263,1,0,0,353.4342369892289,,353.4342369892289,353.4342369892289
17264,1,0,0,1513.263209027607,,1513.263209027607,1513.263209027607
17265,1,0,0,116.517195506086,,116.517195506086,116.517195506086
17266,1,0,0,200.4761914924516,,200.4761914924516,200.4761914924516
